Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
50377149,03/29/2021 04:12:18 PM,04/14/2021 01:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ROME DRIVE,SULLIVAN ROAD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/14/2021 01:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377176,03/26/2021 03:25:41 PM,04/10/2021 11:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,73 AVENUE,75 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 11:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377243,03/24/2021 11:42:29 PM,03/30/2021 09:02:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,153 STREET,PARSONS BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/30/2021 09:02:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377264,03/23/2021 05:33:28 PM,03/24/2021 11:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,34 STREET,35 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/24/2021 11:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377290,03/23/2021 01:08:12 PM,03/25/2021 11:14:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,91 AVENUE,ATLANTIC AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/25/2021 11:14:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377416,03/09/2021 03:04:40 PM,03/15/2021 11:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,69 PLACE,69 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/15/2021 11:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377491,03/19/2021 02:39:27 PM,03/23/2021 11:51:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,STEPHEN J SOLARZ WAY,EAST   16 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/23/2021 11:51:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377529,03/18/2021 11:28:00 PM,03/19/2021 11:05:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,67 STREET,NEW UTRECHT AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/19/2021 11:05:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377554,04/09/2021 05:36:01 PM,04/10/2021 08:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,DRIGGS AVENUE,NASSAU AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 08:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377569,04/09/2021 10:45:08 AM,04/09/2021 10:45:08 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,HUBBARD STREET,OCEAN PARKWAY,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/09/2021 10:45:08 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377636,03/12/2021 02:29:43 PM,03/15/2021 11:45:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,GATES AVENUE,MONROE STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,03/15/2021 11:45:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377800,04/12/2021 04:28:00 PM,04/12/2021 04:28:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,95 AVENUE,101 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/12/2021 04:28:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50377867,03/17/2021 04:07:43 PM,03/18/2021 11:23:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,110 AVENUE,109 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/18/2021 11:23:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50378126,03/24/2021 04:22:38 PM,04/01/2021 12:05:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,8 AVENUE,BROADWAY,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/01/2021 12:05:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50378289,03/09/2021 03:58:29 PM,03/26/2021 01:05:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BAYARD STREET,CHESEBROUGH STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/26/2021 01:05:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50378531,03/29/2021 01:09:55 PM,03/30/2021 11:25:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,CROPSEY AVENUE,SHORE PARKWAY,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/30/2021 11:25:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50378587,03/27/2021 10:44:57 PM,03/28/2021 10:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,STEWART AVENUE,VARICK AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/28/2021 10:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50378618,04/17/2021 11:42:30 AM,04/18/2021 04:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,AVENUE W,VILLAGE ROAD SOUTH,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/18/2021 04:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50378827,04/21/2021 07:04:41 PM,04/30/2021 11:05:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,93 AVENUE,JAMAICA AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/30/2021 11:05:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50379372,03/29/2021 08:20:30 AM,03/29/2021 08:20:30 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,OLYMPIA BOULEVARD,PATTERSON AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,03/29/2021 08:20:30 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50379518,03/10/2021 10:37:33 PM,03/11/2021 05:40:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,,,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/11/2021 05:40:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50379550,03/10/2021 02:11:00 PM,03/10/2021 02:11:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,CHISHOLM STREET,HOME STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,03/10/2021 02:11:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50379630,03/30/2021 11:08:29 AM,04/05/2021 11:41:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,35 AVENUE,36 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,04/05/2021 11:41:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50379995,03/15/2021 04:22:22 PM,03/16/2021 11:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,7 AVENUE,10 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,03/16/2021 11:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50380026,04/12/2021 07:26:35 AM,04/15/2021 12:41:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,STEPHEN J SOLARZ WAY,EAST   16 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/15/2021 12:41:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50380053,04/09/2021 04:51:00 PM,04/10/2021 01:40:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,86 STREET,87 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 01:40:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50380558,04/05/2021 07:01:25 AM,04/10/2021 01:19:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,68 AVENUE,69 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 01:19:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50380596,04/02/2021 11:08:35 AM,04/10/2021 01:15:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,87 STREET,88 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 01:15:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50380612,04/01/2021 09:58:22 PM,04/15/2021 10:50:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BELT PARKWAY SB ENTRANCE  181 ST,SPRINGFIELD BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/15/2021 10:50:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50381139,04/14/2021 12:28:42 PM,04/27/2021 04:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,EAST  199 STREET,MINERVA PLACE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/27/2021 04:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50381613,04/05/2021 07:13:39 PM,04/15/2021 08:41:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ENGLEWOOD AVENUE,HERRICK AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/15/2021 08:41:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50381648,03/19/2021 07:58:53 PM,04/01/2021 11:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,WEST  176 STREET,WEST TREMONT AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/01/2021 11:15:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50381663,03/15/2021 12:17:54 PM,03/22/2021 01:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ANTIN PLACE,CRUGER AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/22/2021 01:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50381781,04/10/2021 10:06:27 AM,04/10/2021 10:06:27 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,86 AVENUE,JAMAICA AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/10/2021 10:06:27 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50381830,03/22/2021 03:57:38 PM,03/23/2021 02:16:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,METCALFE STREET,NUNLEY COURT,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/23/2021 02:16:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382061,04/09/2021 12:45:44 PM,04/10/2021 12:05:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,23 DRIVE,23 ROAD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 12:05:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382248,04/26/2021 04:23:16 PM,04/26/2021 04:46:24 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11232,18 STREET,18 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/26/2021 04:46:26 PM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50382352,04/13/2021 01:33:36 PM,04/13/2021 01:33:36 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,AUSTIN STREET,GERARD PLACE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/13/2021 01:33:36 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382392,03/13/2021 04:40:19 AM,03/16/2021 12:50:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,97 STREET,MARINE AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/16/2021 12:50:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382452,04/16/2021 08:37:37 AM,04/17/2021 01:50:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,EAST   32 STREET,EAST   33 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/17/2021 01:50:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382594,04/12/2021 08:33:36 AM,04/12/2021 08:33:36 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,GERBER PLACE,MILES AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/12/2021 08:33:36 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382703,03/11/2021 06:11:29 PM,03/11/2021 06:11:29 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,AUSTIN PLACE,CEBRA AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,03/11/2021 06:11:29 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382712,03/15/2021 07:28:51 AM,03/17/2021 08:50:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,132 STREET,UNNAMED STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/17/2021 08:50:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382747,03/06/2021 09:43:28 AM,04/10/2021 08:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ADELAIDE AVENUE,HYLAN BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 08:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382788,03/10/2021 10:07:35 AM,03/10/2021 10:07:35 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,60 AVENUE,ELIOT AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,03/10/2021 10:07:35 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50383103,04/26/2021 01:35:00 PM,04/30/2021 01:15:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,FIREFIGHTER BEHETTE 9/11 MEM WAY,84 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/30/2021 01:15:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50383170,04/26/2021 05:58:50 PM,04/26/2021 06:35:18 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,,10456,SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/26/2021 06:35:19 PM,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
50383186,04/09/2021 04:49:47 PM,04/29/2021 02:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,LA SALLE STREET,RICHMOND TERRACE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/29/2021 02:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50383211,04/09/2021 07:45:52 AM,05/05/2021 09:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,KRISTEN COURT,NORWOOD AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/05/2021 09:15:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50383267,04/20/2021 04:46:59 AM,04/30/2021 09:25:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,98 STREET,POWER ROAD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/30/2021 09:25:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50383293,04/19/2021 08:04:21 PM,04/30/2021 03:20:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,223 STREET,224 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/30/2021 03:20:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384068,04/04/2021 01:06:21 PM,04/10/2021 04:25:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BARCLAY AVENUE,RYAN PLACE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,04/10/2021 04:25:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384148,03/09/2021 06:16:41 PM,03/16/2021 08:12:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BOLLER AVENUE,EARHART LANE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/16/2021 08:12:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384449,03/24/2021 10:54:57 AM,04/14/2021 10:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,CARLIN STREET,VETERANS ROAD WEST,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/14/2021 10:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384480,04/14/2021 05:54:05 PM,04/20/2021 01:44:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ERSKINE STREET,SCHROEDERS AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/20/2021 01:44:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384519,04/08/2021 08:17:11 PM,04/21/2021 11:31:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,159 STREET,LINDEN BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/21/2021 11:31:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384528,04/19/2021 04:25:40 PM,04/20/2021 01:00:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,COZINE AVENUE,FLATLANDS AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/20/2021 01:00:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384550,03/09/2021 11:35:14 PM,03/11/2021 09:10:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,EAST   95 STREET,EAST   96 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/11/2021 09:10:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384711,04/13/2021 03:17:04 PM,04/15/2021 09:51:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,AVENUE J,EAST   45 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/15/2021 09:51:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384719,03/08/2021 04:31:55 AM,03/16/2021 01:40:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,BEND,BEND,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/16/2021 01:40:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384737,04/22/2021 11:45:00 AM,04/22/2021 11:45:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,PARKER STREET,ZEREGA AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/22/2021 11:45:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384908,04/05/2021 12:18:28 PM,04/10/2021 02:16:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,75 AVENUE,UNION TURNPIKE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 02:16:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50384947,03/13/2021 12:38:00 PM,03/18/2021 12:20:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,115 AVENUE,116 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/18/2021 12:20:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50385068,04/03/2021 09:52:36 PM,04/05/2021 09:15:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,27 AVENUE,28 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/05/2021 09:15:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50385118,04/04/2021 02:57:46 PM,04/10/2021 12:42:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,DEAD END,WOODHAVEN BOULEVARD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 12:42:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50385157,03/29/2021 02:09:10 PM,04/10/2021 09:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,MDE NB ENTRANCE CYPRESS AVE,ST ANN'S AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/10/2021 09:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50385232,04/02/2021 11:11:05 AM,04/02/2021 11:11:05 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,160 AVENUE,161 AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/02/2021 11:11:05 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50385354,04/17/2021 05:36:00 PM,04/29/2021 01:30:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,LT VIC NAVARRA WAY,UNNAMED STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/29/2021 01:30:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50385398,04/16/2021 09:25:19 AM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,,,,BORMAN AVENUE,KEATING PLACE,,,BLOCKFACE,,,,Pending,,The Department of Transportation inspected this complaint and repaired the problem.,04/26/2021 11:20:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50385530,03/08/2021 01:34:05 PM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,,,,SOMMERS LANE,TODT HILL ROAD,,,BLOCKFACE,,,,Pending,,The Department of Transportation inspected this complaint and repaired the problem.,04/07/2021 12:30:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50386436,04/26/2021 12:49:00 PM,04/28/2021 12:00:00 PM,DSNY,Department of Sanitation,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,,,,NOSTRAND AVENUE,VERONA PLACE,,,BLOCKFACE,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,04/28/2021 12:00:00 PM,,,,,,PHONE,Unspecified,,,,,,,,,,,,,,,,,
50386540,04/03/2021 11:21:58 AM,04/13/2021 12:05:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,DEAD END,GREELEY AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/13/2021 12:05:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50386647,03/24/2021 12:08:18 PM,04/13/2021 11:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,FREEBORN STREET,GRIMSBY STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/13/2021 11:15:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50386765,03/20/2021 02:27:36 PM,03/25/2021 10:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,ASHFORD STREET,ELTON STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/25/2021 10:30:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50386800,03/23/2021 09:38:11 PM,04/06/2021 10:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,AVENUE P,QUENTIN ROAD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/06/2021 10:15:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
